,Aracaju,Belo Horizonte,Belém,Boa Vista,Brasília,Campo Grande,Cuiabá,Curitiba,Florianópolis,Fortaleza,Goiânia,João Pessoa,Macapá,Maceió,Manaus,Natal,Palmas,Porto Alegre,Porto Velho,Recife,Rio Branco,Rio de Janeiro,Salvador,São Luís,São Paulo,Teresina,Vitória
Aracaju,0.6957639987782726,0.0350223331111316,0.31626401738770676,0.16378820872963165,0.03437837654519317,-0.0450603844711911,0.07509824779330933,0.060396506516416135,0.043750236572990944,0.2815839476279663,0.19152521799337602,0.09986989575229767,0.09397414207265213,0.20488295660996095,0.11900380575805833,0.4517520031270585,0.20466477724399065,0.05162270686480152,0.05590234026545761,0.27740143402952855,0.015374937995580117,0.6387241688021259,0.23070852596448005,0.10414680765933115,0.16185971129455975,0.1997109432249197,0.0929932428186465
Belo Horizonte,0.04346835255207548,0.7412765984261909,0.21681353824338512,-0.07997154884377351,0.6187338072975452,0.5469409641275704,0.09924636817886695,0.6988164436997479,0.6491440926035751,0.001366548125254051,0.6606478938752534,0.18040196906612488,0.14026792344418934,0.06858784222998664,0.11034592000903687,0.28687789132710734,0.41860927163593836,0.7382772732509822,0.22403809883190717,0.3804668689955944,0.20262667531921122,0.150847304052555,0.04966147152944347,0.2641578782982921,0.11413662930114256,0.07248313201347417,0.5475593789291021
Belém,0.06768787925486601,0.026849963894259553,0.7604217822633728,0.16613398252666647,0.05869426074845088,0.4575222440295553,0.1182453673334742,0.08292981630886663,0.03221997354738059,0.010284067437708249,0.17010571724606025,-0.040911232658657044,0.5042437129393476,0.1088414093709098,0.2822055505683293,0.07244389975941262,0.4161668442561656,0.020499233264732325,0.15571335605316539,0.26497041031232105,0.46429618222495905,0.18023593742593083,0.18837629757494356,0.09905999284284968,0.07399806273174225,0.0812490825496313,0.06038049375231063
Boa Vista,0.2329065310063159,0.034337487299772006,0.26024549025437665,0.765192836317969,0.05078345267662419,-0.05724568136902905,0.047746208852304385,-0.11322472717594569,-0.14624335389223808,0.13774338673094497,-0.03331807820068607,-0.08192895180707743,0.22246308767083867,0.5912200155363092,0.002192201871286245,0.10128465315722407,-0.0031544386746679563,-0.10185154226645358,-0.006461876456204752,0.15020362297569695,0.2270610345808279,0.15225749225168103,0.3846420212180662,0.02513109254291091,-0.03168264238011409,0.060098718822043234,0.030888418785952117
Brasília,0.01140572863536434,0.6113859264648885,0.14109430787188015,-0.1385301816557511,0.8151508993154366,0.48314367825240867,0.09172632119338477,0.5320063800566267,0.5972469358594962,0.031289175172852665,0.6519128944558596,0.21771274212415315,0.06578352562124931,0.04203457929237859,0.1100503658062806,0.18237376233934047,0.5572697019963435,0.5414904151957298,0.3129055615131844,0.37183389683652307,0.28465072981594414,0.0779058564740726,0.13941178569659674,0.17913845589778118,0.46049424137892636,0.1646707601135153,0.3834957937193431
Campo Grande,-0.054313210585479214,0.0953423313414105,0.1615269369507606,-0.10516972255590781,0.12409867964197449,0.7191580853790714,0.10295370072611879,0.1715541420083619,0.18492650709447483,-0.12820429496763475,0.31097822189721186,-0.10555618879427317,0.15243984445841063,-0.09078481507874635,0.018867282064464426,-0.0703682429752929,0.2986351570005951,0.07983137409289275,0.4024362559648141,0.11635929454515968,0.2049188325576157,-0.04042115788836426,-0.12141379071573834,-0.022333536246722765,0.0030189840359129455,-0.10682484033695526,0.20215956825469722
Cuiabá,0.07289619337649691,0.04984616142070804,0.2928717532963398,0.11240795501060306,-0.026522289918559695,0.09531362080909093,0.6473961977329546,-0.0036246813339861758,-0.030789272025290877,0.0723055560155205,0.17536379812277164,-0.053995197943631376,0.15232354880505883,0.08444494494100847,0.002512396689084025,0.02179642872564247,0.150449522308256,0.0066743199280496,0.18808484199483216,0.13781292479612184,0.2260052942013361,0.2215817930777209,0.44457008276797816,-0.08947771929643304,0.008863840372779137,0.15809796066602763,0.2622166663312813
Curitiba,0.04257014176582725,0.4872522334683612,0.17353013063130057,-0.15653212315739587,0.41540990579337167,0.40734834608044357,0.016460745611396963,0.8298297971105364,0.7490243105132397,0.019756014195262583,0.46279841441046676,0.1718606131308571,0.0659650040789901,-0.022023460235606855,0.0765192037466994,0.33806582493742465,0.310991587892641,0.569176198035886,0.15004404110380581,0.5175754087195491,0.05842623615389222,0.02604819754827644,-0.0034295697589063726,0.32265319465261666,0.06702947615253216,0.03794478173600522,0.16270790508243652
Florianópolis,0.005754996177379794,0.43952447642501585,0.0793470374620668,-0.19398497633107836,0.43168755736613307,0.36109847843317905,-0.01235372946969191,0.7092634306804075,0.7644794849480113,0.004195228683660319,0.4186209668865679,0.17792691711696287,0.017700762427873846,-0.08476201325425864,0.019429985318351713,0.26244490940204535,0.42699140724961515,0.478869265412438,0.10428628344404448,0.45169072329135035,0.028432420431917464,-0.015052267409421553,-0.0555253672330652,0.2583702317888492,0.1321944034862947,0.03367494125975838,0.12049271168507693
Fortaleza,0.454771381652907,0.2099962361433828,0.33548774976291346,0.043306786061983564,0.23543701650911464,0.005966757059391745,0.25040945912185614,0.2828418574051557,0.25263338717055556,0.6613931967065839,0.3433132989703602,0.5631360958054816,0.2524480362731018,0.31798940168955897,0.3508905502850256,0.5170929050213874,0.3403961396004305,0.3141395023591316,0.033120361797797725,0.39781664225964236,0.10936878904987567,0.6523121346417902,0.28491985282018867,0.3481106365652342,0.21504696966290185,0.6095698935241378,0.1324800329537708
Goiânia,0.09043866846263328,0.32839591481732555,0.1551434896509428,-0.12159664089275161,0.3584881725023497,0.4901496112372658,0.16303934822171087,0.47814659229767337,0.4434182110383282,0.07837663518731135,0.7964497654866485,0.13074846079393868,0.07031099252692478,-0.10260602432574749,0.09293029465565246,0.22055954919321294,0.3534191566341252,0.40701350757764826,0.4407389998439065,0.46593152927169534,0.17188915223465742,0.08311502976106198,0.02685569736355367,0.1165572045397671,0.3384369852621963,0.1431706993208477,0.34121695759934667
João Pessoa,0.11354532332582697,0.46513425991849666,0.32037181533944226,-0.127287620467299,0.5117127795692348,0.19388985203811282,0.09684249237856145,0.534457637512578,0.4946013292190675,0.4537378726214088,0.45870565059041013,0.8066107290951888,0.3709076695127988,0.258358861097261,0.28562969866441984,0.55302513031696,0.5008680928765025,0.5477452620012442,0.008415715482626535,0.5007581013839142,0.055531956843645223,0.3882590177183058,0.2637341969842653,0.5879046668230411,0.35777943216615926,0.6248080966068016,0.22262150639434472
Macapá,0.0301782181905576,0.19047293595136586,0.6059214301193987,0.21873452102023114,0.12442406948325904,0.41777644298645317,0.050184459462112765,0.17577215666907411,0.12148482399770086,0.06181015282797084,0.1956932928785758,0.1793733388902209,0.7954737179453023,0.18630475545524067,0.19870100411283517,0.09230646133353343,0.32071607778775596,0.16914435933224425,0.05532569648224477,0.17942829914285405,0.3807528781872281,0.06765475848628404,0.13589645290483798,0.24229120899759155,0.13302667109557934,0.09146318450285398,0.0856958548248053
Maceió,0.2926938132462912,0.29761210247987296,0.4174006176363271,0.4911958417860003,0.3842738896204941,0.12687741836571542,0.25341374770065317,0.14056246700461206,0.0674901555107882,0.22961739038799633,0.1532349698362055,0.24396109609522215,0.24378112785439146,0.8562440473419972,0.031095817012977228,0.36194058208143803,0.2200511712718909,0.15856779515956274,0.052779117205710956,0.4368913440526849,0.20106891449110836,0.4698293984598937,0.5492317185137878,0.24805257349056595,0.1241655524331824,0.37511655378405756,0.12072869742259583
Manaus,0.0010886263719473547,0.061228806043309374,0.2886958677720733,0.001943024991948701,0.03848703612998091,0.10603733087250905,-0.01073416023644826,0.07931333508013512,0.04118548076126702,0.05692211348166994,0.10511132354083826,0.012360601162688762,0.2516887387844582,-0.03372736537975697,0.7151250157535868,0.013827064623504652,0.07902198100459822,0.11643117730281917,0.030917271883766972,-0.019736717774018888,0.6092591725612444,0.09871875557076613,-0.014510008242657317,0.10527881379652948,0.0019572184443896277,0.08242535627560163,0.18909224751176165
Natal,0.43886204064353806,0.1921066318566022,0.4307398564370409,0.032647857589036634,0.23706241938134118,0.1268837866855527,0.14995824208982347,0.4186718223700551,0.3678824378636014,0.35016006874763,0.33462396297429214,0.34728467581131156,0.12566379749208248,0.24752630849008359,0.22392784044879513,0.7171966964909228,0.4166191627413033,0.2351586040894838,0.03897032046318153,0.5014693126182196,0.04885902441491576,0.5879814022556836,0.22122070084663586,0.2561812487793126,0.17006896164501767,0.39493897805722483,0.0961466576239402
