,Aracaju,Belo Horizonte,Belém,Boa Vista,Brasília,Campo Grande,Cuiabá,Curitiba,Florianópolis,Fortaleza,Goiânia,João Pessoa,Macapá,Maceió,Manaus,Natal,Palmas,Porto Alegre,Porto Velho,Recife,Rio Branco,Rio de Janeiro,Salvador,São Luís,São Paulo,Teresina,Vitória
Aracaju,0.13572349571821926,-0.025881442466766352,0.2914497860541877,0.02920941356177985,-0.03005183813201819,-0.04955473167418915,0.02648963579547058,0.002542732852647092,0.00265302302885839,0.05137255744654922,0.02972731192334956,-0.02974111890303305,0.0321647086320386,0.010850925943828037,0.12385534398276811,0.1407220394682467,0.22323748680442662,0.012413535057207048,0.1069845924359873,0.08335584066285015,0.0210412245489124,0.3475688898843372,0.038739308937217935,0.0032052407282053322,0.04693701097242309,0.08197744987428067,-0.004562450707518051
Belo Horizonte,-0.006633963129619612,0.1925666521864324,0.11075831977632043,-0.1205482853347616,0.24339193828747693,0.6996878512372688,0.08864595362726391,0.38984455428207593,0.46315948816540364,-0.10864007863468432,0.45336028903487635,-0.06773471539351081,-0.032608985439602826,-0.10204630095497481,0.060167711500094555,0.03392837025765923,0.3703207191241874,0.22441769579319384,0.30863727331724355,0.30902136450985934,0.1813053851826951,-0.01062176838171593,-0.08524712905578696,0.017469929629703243,0.04455710591093272,-0.07139683196830983,0.35654830583724056
Belém,-0.04913553780948561,-0.09974975891792788,0.3594385977540482,0.11944933028640056,-0.06929274154359429,0.2530819895425127,0.010835553271745164,-0.07152880551629366,-0.05025426772028372,-0.13341795752947974,0.026176704287135363,-0.20578588617715476,0.19606682478666154,0.0030774165061380893,0.09136702256331254,-0.14054995602405002,0.1476555957932325,-0.09843694706985648,0.20797293170764317,0.12503927895434713,0.32203236832987797,-0.041155584589752624,0.015696261152517994,-0.028867948768382033,0.016047645249681244,-0.07424401837560973,-0.06624395176150916
Boa Vista,0.22175619783372913,0.08687834001539887,0.2932329783952387,0.5288302689455443,0.1865160582832919,0.08154508593499396,0.10844477962149404,-0.08236818895738848,-0.1091949479246702,0.170617329409552,0.029886962269589576,-0.102993286538788,0.13920576880528152,0.47658575526019353,-0.024741958513639382,0.09056965583240703,0.08129699297859265,-0.08575361380681913,0.08530572138697527,0.08734041743516692,0.2839891462001308,0.1524795089226924,0.25218822438317556,-0.0422746375633371,0.022188657043836844,0.041478590426909115,0.0013569055825321246
Brasília,-0.042694240575250474,0.23379566760668846,0.024236545878207845,-0.18847762721090755,0.35022888748385017,0.5068797626381659,0.10864511961022946,0.28683648794239613,0.38110617865320634,-0.13087917453973558,0.519552018115028,-0.07333040977323177,-0.09345710099335265,-0.14609731280814617,0.078162664112314,-0.04431127883312565,0.43745215540551835,0.2613291896730925,0.41694775561850583,0.24366124195398084,0.2391768514449583,-0.0370679317698829,-0.0647786805712767,-0.02607716370676396,0.2140068658463554,-0.05760801735805373,0.3141808314750948
Campo Grande,-0.05695884558445305,-0.05654326588103583,-0.08564713572078726,-0.13298176784795038,-0.08520941451494082,0.1778293344896298,0.022836559582251444,-0.01406606277365545,0.0202482213865214,-0.1751304224480336,0.039933182703606664,-0.20520647243262607,-0.07968336021443422,-0.14539518176912206,-0.0580941990141316,-0.17178857336143122,-0.007353259416239096,-0.06784104230013753,0.27646178035777547,0.04043135990303789,0.029545586251185106,-0.10308485992574272,-0.1749182138601698,-0.12766670127720547,-0.07225459532345917,-0.18527057088885496,-0.0019691726374523807
Cuiabá,-0.0002916043235851061,-0.03470774181633027,0.2875166270861874,0.15019001382059957,-0.09159050665889203,0.0012437306263837326,0.16931986399152013,-0.03029347556220543,-0.056266862330380384,-0.06059653406320536,0.05340923649216718,-0.16167047139580282,0.11507948983645538,-0.06680367295530337,-0.029513155144028438,-0.11805036310131672,0.05633943745885142,-0.04174423514952332,0.07831632497411482,0.07793832933771053,0.328133046785086,0.03247640904271306,0.20337767764941492,-0.13925743378466407,-0.016276470661512867,-0.03638609972423708,0.09962420628119793
Curitiba,0.021993468076039295,0.12092117002774684,0.08088402897169812,-0.17387127027016047,0.13266275329750735,0.31569471153116374,0.010686541277751592,0.407494080858488,0.5088455091186179,-0.07361988115686902,0.19408288581025207,-0.052737912429505165,-0.06484975496386393,-0.13810792128497737,0.005378429286961288,0.02965355785715289,0.19428082858125192,0.19196359386809558,0.0509895047428938,0.44761977500384664,0.0035138270137457404,-0.06249959162494492,-0.08154542235775863,0.059771941019209414,0.03186228124284246,-0.0767993779206683,0.07384874229228043
Florianópolis,-0.01017440651358951,0.12751263285489794,0.01435633563536017,-0.19898781733419346,0.14213859770297174,0.27010718221145064,-0.01751206493627462,0.39001008194483294,0.5070100377123979,-0.08697244461230583,0.19553963622429196,-0.027964512130671013,-0.08372529694947044,-0.17246327159344488,-0.019569515893295128,0.028691534262419827,0.278748686418634,0.20003181530863562,0.04311918518174494,0.3737489230453288,-0.020564642873180026,-0.08898295010700495,-0.10422346093976544,0.04564811157932012,0.02341625082039207,-0.09430817536854325,0.05058297383547734
Fortaleza,0.16309689191973317,0.2460149908730797,0.4485281201135069,-0.056133763089643636,0.22882685784415083,0.09387952428574296,0.14252196937136077,0.38345888866417804,0.31734811857810824,0.1660076468582364,0.3577345284912984,0.2138556349817013,0.24014877743947757,0.04568896009520183,0.32003655899862665,0.29781772266114537,0.39252114735212185,0.3624210098575541,0.10535265884411411,0.43052095935396356,0.2224408867958777,0.3231217021221302,0.1082792530857589,0.23645947607885365,0.3031986424628576,0.26531039084531577,0.0717309459798487
