,Aracaju,Belo Horizonte,Belém,Boa Vista,Brasília,Campo Grande,Cuiabá,Curitiba,Florianópolis,Fortaleza,Goiânia,João Pessoa,Macapá,Maceió,Manaus,Natal,Palmas,Porto Alegre,Porto Velho,Recife,Rio Branco,Rio de Janeiro,Salvador,São Luís,São Paulo,Teresina,Vitória
Aracaju,0.1956271055519841,-0.017961614339194926,0.30182024829475923,0.045777906624249146,-0.020338498659024904,-0.04907212186497509,0.034341465225628365,0.010020544129670324,0.006097566098382545,0.07752214306227555,0.05443262289927737,-0.01088945964877849,0.04380930078407065,0.027788890942051385,0.12850387857792625,0.18218513695357388,0.22534965572253735,0.020738228558113834,0.09794363184684858,0.10519186730759,0.02252406973655165,0.4074744937306501,0.062112484064074,0.013831721226016813,0.06530894300826023,0.10514053267338498,0.011100954161201115
Belo Horizonte,-0.0010527610920881424,0.2655408112948612,0.14028479717586906,-0.11519156950753887,0.31370755962879415,0.7299356975420476,0.09279526604455747,0.4558144321873276,0.5115172952702295,-0.09563736604539728,0.5122234512498888,-0.033427609682136365,-0.006483742856817241,-0.08171850488385629,0.07565489211603109,0.08275341363324298,0.40331255467033544,0.2958363238024272,0.3058955120302178,0.331571405998381,0.19935643413246124,0.00969681703255586,-0.06536336384748766,0.04379474909188005,0.062425302463918246,-0.04922663080248751,0.3939800036852057
Belém,-0.035847432541200486,-0.08543744087671062,0.42093084543761267,0.1243728204337013,-0.05007638739655641,0.3063186787691537,0.03125255918766171,-0.0503376677049136,-0.03273044011477577,-0.11783392377640392,0.05357808893329146,-0.18985167670529002,0.2403320029977904,0.009398763361337253,0.11862542075955283,-0.11403821489456373,0.1978708212557739,-0.08357270052007965,0.21247353522497872,0.1472523147095968,0.3536617374751365,-0.01584348160081073,0.0327393679238534,-0.017670261616078882,0.03258332932686528,-0.05464908234378259,-0.04419211789156154
Boa Vista,0.21737184261617273,0.08461627793903932,0.28600710399916746,0.5620802438080096,0.1691988920321674,0.05477557572993346,0.08809280560780224,-0.08790818181362751,-0.11305881766733057,0.16872585465714157,0.014521992721163807,-0.09755332103490415,0.14978936839812013,0.4992714850304356,-0.022484877603121334,0.09581598209607999,0.06697752965524384,-0.08564830912595474,0.06630467855460588,0.09060865096210254,0.2653697325945624,0.15660771184783304,0.2642753511285815,-0.037384457318665916,0.02008713102577339,0.053763756634438664,0.008110943316679381
Brasília,-0.03568550861771215,0.29632690887609064,0.054352206312283505,-0.18272378487404278,0.4314251549906283,0.5237817261693474,0.11255064961060011,0.3349977106800947,0.4256317538858307,-0.10895422091652351,0.5574433225912045,-0.03478214767104355,-0.06576523080278622,-0.12344797803578832,0.09014344699670906,-0.009830412736340124,0.4831287033176091,0.31479013034761744,0.4130793920928968,0.2718559410522481,0.2574900199260562,-0.01861012251209037,-0.03410478232284208,0.0046379828031623245,0.2700071994211181,-0.021825775466676786,0.3336005020232206
Campo Grande,-0.05616814032610163,-0.03901888000237576,-0.054108063723805375,-0.13023128466223458,-0.057006274964010215,0.24593052944589944,0.04024630902403839,0.009540491588072061,0.04595073019887052,-0.17001154194700283,0.07854907219807605,-0.19632828434177896,-0.05246669406987372,-0.14140054544531802,-0.048583753827133695,-0.15849501370740735,0.034581656686130155,-0.04942611935577132,0.310970081595924,0.05776853657717876,0.05851686331965094,-0.0960640143125786,-0.171304824745883,-0.11602911165296356,-0.06175121226021688,-0.17719920271546122,0.023522163917488376
Cuiabá,0.012639102654481512,-0.022825104169369233,0.3020531930781506,0.14828086590578776,-0.08257300913491229,0.01675582499536029,0.22554067627744812,-0.025871336658600606,-0.052007473014315825,-0.04494287354605013,0.0787051001821612,-0.14962186946361508,0.1231744107775843,-0.04824302615496002,-0.023106455865633375,-0.09988431639932283,0.07566319553160512,-0.03332348491944056,0.10246251583474209,0.09250324706711784,0.3526467902308556,0.059015916492203356,0.25618923591888476,-0.1327576479640753,-0.006426160516624551,-0.0121199454413615,0.12920123734864583
Curitiba,0.025094499600743257,0.1749583903233647,0.10455619779611172,-0.17308700484962697,0.18650926328951103,0.34027188238135136,0.016016521321321444,0.4824696587527775,0.5672841833516324,-0.06229491241220198,0.24028816396341568,-0.024228363673884173,-0.049519852096123106,-0.12501138928865513,0.018504240233383554,0.08324778729495981,0.22963520769450568,0.25192729079255405,0.06879280342302399,0.4775058609092714,0.016523728774501204,-0.05175683159113024,-0.0724514117092415,0.08607454709533868,0.04129774763072948,-0.0633760513999742,0.09134676314718204
Florianópolis,-0.010584759670546501,0.1757651973794186,0.026458947528887233,-0.1994591871636013,0.19026666609089363,0.28364985221217126,-0.015738865427660335,0.43570896993137925,0.5788757583892099,-0.0772308233700764,0.2308923294759233,-0.00414947415191858,-0.07324637873514017,-0.162014321839315,-0.009027313772050757,0.07099138947572707,0.3218494182031338,0.23880979584286507,0.05250470535406069,0.3907367080683055,-0.011843951707721958,-0.0822318671688674,-0.10006356854752874,0.05752710935882588,0.043660447281819906,-0.0803049053999203,0.06437016587211122
Fortaleza,0.20753030968521632,0.25125589866076803,0.4514566570445872,-0.04364492377702411,0.2370441886848031,0.08354205546484379,0.1704613922044013,0.3710639608594367,0.3057393797233108,0.22669734759106278,0.371564756391007,0.2743722378609312,0.26206348001733093,0.08976143484504794,0.34618291079678615,0.33850036924943644,0.3954707164744865,0.36691509730901245,0.09747663933817229,0.4414060717615735,0.2102537237443815,0.3881466346419248,0.13458198444309277,0.27803106216154017,0.3242671707125319,0.3321040880656256,0.08168121159977133
