Trees,train-rmse-mean,train-rmse-std,Mean RMSE,test-rmse-std
88,106.13935380000001,0.12335510795001678,106.39846499999999,0.5330188078377722
89,106.12047280000002,0.12802579516550372,106.3804856,0.529789497834598
90,106.0874464,0.12487247848361022,106.35074440000001,0.5360863677701936
91,106.06070399999999,0.12544792013899714,106.32576300000001,0.5384926729391925
92,106.03302780000001,0.1269241136433928,106.3021698,0.5391327422879869
93,106.00759739999998,0.13010523398018992,106.27908640000001,0.5372545929775181
94,105.975989,0.13341669953495477,106.25073539999998,0.5332858402450227
95,105.9464052,0.13789878128163865,106.224678,0.5211647968491363
96,105.92290499999999,0.1394677352221623,106.20184019999999,0.5209808726874369
97,105.9007766,0.14227265769163203,106.18223579999999,0.5197318420560342
98,105.8679994,0.15558280050391227,106.15229939999999,0.5062082912361655
99,105.85299520000001,0.15072143780418396,106.13876780000001,0.5067586133635593
100,105.8342146,0.13969311159624065,106.12240139999999,0.5173119046968077
101,105.8060608,0.14276972879626612,106.0975082,0.5147958843178134
102,105.78451079999999,0.14325868073020814,106.07844379999999,0.5163941405145486
103,105.76337579999999,0.1487675223486611,106.0585722,0.5090824621144975
104,105.7478318,0.1507159760747387,106.0439178,0.5104297399283818
105,105.7304566,0.15361314588745353,106.02903,0.5024750746904767
106,105.7142928,0.14487732679946916,106.01530620000001,0.5091597575101161
107,105.6958526,0.14387955626926555,105.9991364,0.5127289413671137
108,105.6767348,0.14941581662247036,105.98272419999998,0.5064163969740314
109,105.65905899999998,0.15309301128268693,105.9665694,0.5005094896341514
110,105.6334564,0.15096847079652162,105.94466700000001,0.5021429223358628
111,105.6074936,0.14784546700876577,105.9229462,0.5054287069446696
112,105.58972319999998,0.14202919830569877,105.90682079999999,0.5111152256908021
113,105.5694426,0.13924105433757367,105.8879868,0.5139968282024305
114,105.5516982,0.14207510425039635,105.8724718,0.513662755009706
115,105.53843859999999,0.14645129489983977,105.86148820000001,0.5082711555291717
116,105.5153946,0.1517240780820233,105.8400664,0.5046506798947554
117,105.5003706,0.14697545366162543,105.82672740000001,0.5097876121753442
118,105.4784836,0.14633997240480753,105.8077514,0.511549851689782
119,105.4566574,0.1416891836120166,105.7897796,0.5141595975062996
120,105.4393236,0.13554314447525465,105.77549919999998,0.5186742928040288
121,105.42125539999999,0.13926202022461323,105.7601654,0.5148811437846995
122,105.39661879999998,0.13966540304799815,105.7399946,0.5139748129072469
123,105.3831588,0.1393193249975013,105.72839819999999,0.5118423808995902
124,105.36337899999998,0.14415924073329717,105.7106078,0.5067140500287693
125,105.3432066,0.14094690888785133,105.690216,0.5115810689476267
126,105.32001199999999,0.14430247242233865,105.67057479999998,0.5073233546169149
127,105.29637299999999,0.1405182797603187,105.6474808,0.5110560401327444
128,105.2786376,0.14157286074894476,105.63088359999999,0.5081928315584927
129,105.2630586,0.14275341478731798,105.6174622,0.5081363179428928
130,105.2442016,0.13974207326442256,105.60367879999998,0.5104582848297795
131,105.22966,0.1404874803674649,105.59105360000001,0.5076877690063454
132,105.20929879999998,0.14330409151926018,105.574295,0.5067911974109267
133,105.1854386,0.14517613142469546,105.55439279999999,0.5056338078010186
134,105.1661592,0.15045969143315224,105.5381228,0.4991230684383955
135,105.13585520000001,0.14882449173627363,105.51137700000001,0.5040042677898674
136,105.1158844,0.1507078316367159,105.49481180000001,0.5001029350745266
137,105.0910294,0.1429394214604211,105.47192379999998,0.5101087614293263
138,105.065834,0.14705908074375842,105.4494708,0.5066793942703408
139,105.048442,0.14916436451512005,105.4342576,0.5067012379718845
140,105.0162476,0.15838580398078916,105.405313,0.4968536679276916
141,104.9974868,0.16277569859459967,105.3892212,0.4985153520999725
142,104.97653640000001,0.1642677752824318,105.3701918,0.4971374559883405
143,104.9582336,0.16373782773519469,105.3550904,0.4995885773924764
144,104.9401382,0.17156114879820442,105.340677,0.49321165549812274
145,104.928882,0.1737379561489072,105.3308182,0.49422396740967234
146,104.9146256,0.1706018631230066,105.31791840000001,0.5001105853315246
147,104.9006668,0.16549272727149988,105.3058442,0.5065347228597067
148,104.8866348,0.17107918435788677,105.29379119999999,0.5006838016215005
149,104.8633362,0.17730210530210866,105.2734986,0.49544548266689953
150,104.84409500000001,0.17826289037037524,105.2572326,0.4903962427366704
151,104.82277680000001,0.1857284279020305,105.23938000000001,0.48133405476944874
152,104.8018022,0.1881995562506987,105.2194428,0.4719836788777321
153,104.7861862,0.19295762735211985,105.20675200000001,0.46890280497689585
154,104.7701524,0.19329586868487486,105.19241919999999,0.4691875178477789
155,104.7464098,0.18656996747751256,105.17103259999999,0.4787026130881669
156,104.72706439999999,0.19192008478176495,105.15333700000001,0.4747846225951266
157,104.7065064,0.18714615306503224,105.1345568,0.48038534862603827
158,104.68491839999999,0.19675763028518384,105.11407779999999,0.476338362757987
159,104.664232,0.20221069373007747,105.0974424,0.47536356972725896
160,104.65223699999999,0.20109085457076253,105.0869446,0.47605768746008303
161,104.63448799999999,0.2031371052693251,105.0719546,0.4717925350781207
162,104.61946560000001,0.20601437033624598,105.05953079999999,0.472477651934308
163,104.6037292,0.2022503559259146,105.04445319999999,0.4781232845291684
164,104.5947784,0.19637856597358086,105.0374922,0.482889981564915
165,104.5732894,0.19617677352286322,105.01846800000001,0.4801625936063745
166,104.56218860000001,0.19875466393581942,105.0086286,0.47719779171475873
167,104.54049679999999,0.19627977890388948,104.9874726,0.4767993415929167
168,104.52173780000001,0.18828531986472175,104.9710494,0.48078309667067065
169,104.4983246,0.18895279729561942,104.94998639999999,0.48228828511113514
170,104.48004,0.1907360183845705,104.93529980000001,0.48114535874531356
171,104.4575394,0.19586787360422242,104.9161956,0.4782161066173327
172,104.4374786,0.20293302723273293,104.89725800000001,0.4673704459804905
173,104.419417,0.20693429239060537,104.8829804,0.46552224772640133
174,104.39714059999999,0.19946767491260411,104.8608062,0.4747858702945568
175,104.38432160000002,0.20017019532547534,104.8505568,0.47634116529327636
176,104.36925040000001,0.19297319655807332,104.837477,0.4833405140291882
177,104.35326239999999,0.1853537213509352,104.822496,0.48483700839973226
178,104.3185608,0.19157219879867374,104.79199220000001,0.48737240080061883
179,104.30644520000001,0.19512276101510903,104.78199939999999,0.48639537104318675
180,104.289041,0.1951959972427707,104.766986,0.48791526695154813
181,104.27597499999999,0.19821189422534913,104.7556732,0.48559472701890033
182,104.2595276,0.20114306656367975,104.74271239999999,0.4869417656626302
183,104.24009119999998,0.20601963116208108,104.72493440000001,0.49140157040391813
184,104.22961739999998,0.2088843052922804,104.7162934,0.4899256116973703
185,104.21152520000001,0.20449979964137213,104.70145720000001,0.48926255603322083
186,104.18971859999999,0.20455459977287266,104.68336179999999,0.48477821032855656
187,104.16898040000001,0.20258402933163555,104.664717,0.4889917680599538
188,104.15443579999999,0.20088776109798526,104.652478,0.4873545299516546
189,104.139464,0.20152931814304156,104.6396164,0.49306713848221645
190,104.12281639999999,0.19434618676742624,104.62595080000001,0.49448094899213424
191,104.10129239999999,0.19186523992907176,104.60712699999999,0.4991693008545305
192,104.090077,0.18919932005691673,104.5985672,0.5028499963461857
193,104.07265459999999,0.18566197476123267,104.5849532,0.5046032639662147
194,104.062419,0.1889891627295067,104.57592,0.5035861580889597
195,104.0515594,0.185169692094141,104.5669068,0.5012104492623412
196,104.037256,0.18371764543995397,104.5550476,0.4990911384966077
197,104.02221359999999,0.18707663622227094,104.54221779999997,0.4965960948712369
198,104.00236479999998,0.18905540458331443,104.5255768,0.48829540999906973
199,103.9844788,0.18914259374916068,104.510852,0.4869409769604518
200,103.9693498,0.19169910811623828,104.4985962,0.4857996461988805
201,103.95206320000003,0.18847177396883677,104.4845824,0.485124625397474
202,103.93596499999998,0.1899014119347219,104.4709214,0.4836666835222774
203,103.92465499999999,0.192904138336115,104.4616776,0.4810143078810032
204,103.90641339999999,0.19784052206421232,104.4452362,0.4738860446011916
205,103.890741,0.1925517769557077,104.43078299999999,0.4758059583679053
206,103.8700288,0.1877606397330362,104.41361260000001,0.48183487648596357
207,103.84930559999998,0.18153786219915768,104.395326,0.4847570571999957
208,103.835147,0.17867041851632576,104.3838014,0.48728789390855903
209,103.8184236,0.1769758941851674,104.3698014,0.48760277269334656
210,103.79881900000001,0.17041746741927463,104.35351700000001,0.49225328571579846
211,103.78051,0.17609994124246328,104.33788919999999,0.491353870032343
212,103.7640944,0.17296185573079606,104.32355360000001,0.489964844990983
213,103.7512878,0.17569344088542319,104.3129242,0.49086021761695
214,103.7393066,0.17393933130560116,104.3030824,0.49028491289763493
215,103.72551259999997,0.1701542973287477,104.29071180000001,0.49012149561487356
216,103.6984894,0.17018978163050769,104.266812,0.4920190574902532
217,103.6838486,0.17703150883342908,104.2542756,0.4862523321669934
218,103.666617,0.1737764872576273,104.2381332,0.4878537100764566
219,103.6477402,0.176674605019962,104.2224626,0.48130617486942595
220,103.63391099999998,0.17755036923082124,104.21011519999999,0.47775640581760837
221,103.6206574,0.18037014111498625,104.199675,0.47547162325757936
222,103.60077959999998,0.17869842886673906,104.1823016,0.46997910932449
223,103.5847076,0.17907925733775026,104.16870420000001,0.4708554799521419
224,103.56882479999999,0.18185857991351423,104.15393979999999,0.46862114826687234
225,103.55327300000002,0.18189549702837396,104.14040059999999,0.46684883720733283
226,103.53557740000001,0.18572164605301175,104.1244706,0.4639434634463991
227,103.5199296,0.1890023898839385,104.11074999999998,0.4589174575384966
228,103.5103776,0.19155979430308281,104.10278020000001,0.45698667712851304
229,103.4907242,0.19056438810061027,104.0870514,0.4572831008281851
230,103.47276600000001,0.18253795906276674,104.07032299999999,0.4609731048558035
231,103.4526582,0.17808724207354368,104.053163,0.46257945336904127
232,103.43840780000001,0.17895744275598022,104.04234779999999,0.46193802243781457
233,103.4278808,0.18182696962155998,104.033351,0.4602111668923308
234,103.4137848,0.18064321487772567,104.0206178,0.4608064750532073
235,103.3968092,0.18216265701772982,104.00571,0.46009339623602447
236,103.3760802,0.18840168780708724,103.98802020000001,0.4528326179432784
237,103.3589798,0.1832437992625127,103.97399600000001,0.4560720313722394
238,103.34200299999998,0.184099494881436,103.9611068,0.45472216170466173
239,103.328926,0.1840666826147524,103.95104380000001,0.4545439753939748
240,103.3141326,0.1848825444379221,103.93921660000001,0.45487015559590244
241,103.2957522,0.18606722636122433,103.92402039999999,0.45636883626671854
242,103.2773788,0.18448626456340916,103.9084808,0.45883287201045014
243,103.26138920000001,0.18116490248323408,103.8963074,0.4606225723451268
244,103.24919580000001,0.18081482298019655,103.8873658,0.46190017168665226
245,103.2317992,0.18066850912032323,103.8726044,0.46360670142766686
246,103.216031,0.1807683276495064,103.8591326,0.463302045720328
247,103.19696200000001,0.17987877423086748,103.8425248,0.4638846394673585
248,103.1755158,0.18070796095734404,103.824295,0.4669702921698568
249,103.15419459999998,0.180588241292283,103.806305,0.47043354867823806
250,103.14346780000001,0.18390962500467442,103.7976336,0.46723819151417695
251,103.13046119999998,0.18579654465829074,103.78677539999998,0.4683670382623478
252,103.11317139999998,0.18741328416801104,103.77243660000002,0.4662716430123562
253,103.0980742,0.19074552480139528,103.7592392,0.464870066910916
254,103.0857512,0.18941479533911695,103.74856279999999,0.4647257861282954
255,103.06933719999999,0.18810164849399877,103.73344140000002,0.46383334265858944
256,103.05411860000001,0.18948982671013975,103.7215942,0.4629288668551128
257,103.0403354,0.1923751739280316,103.7102904,0.46370344552163895
258,103.0287976,0.19211614205849495,103.7001174,0.4662337667602367
259,103.01501900000001,0.1947807703106247,103.68892979999998,0.4625451838674343
260,102.9965332,0.19117165965843141,103.6735032,0.46346452022669093
261,102.97691219999999,0.19511762859916104,103.65620440000002,0.46011217874757865
262,102.9616898,0.19375581064979394,103.64349680000001,0.46236202876248506
263,102.93824300000001,0.19292349847336038,103.62306359999998,0.45939538089127774
264,102.923555,0.19000512116361506,103.61070099999999,0.4617504161964537
265,102.9055556,0.19078226666816067,103.5937578,0.46230479621236875
266,102.89192800000001,0.1947792505232531,103.58157639999999,0.45947291063286644
267,102.87944320000001,0.19499322851053147,103.5719454,0.45766762150390417
268,102.86669320000001,0.19345317774531046,103.5611844,0.4580113652444016
269,102.8504944,0.19744035393262574,103.54664320000002,0.4535398968022079
270,102.83000179999999,0.19548320995870744,103.52908319999999,0.4541708906798842
271,102.8068906,0.20113059288591636,103.50733360000001,0.44715845820898814
272,102.79214019999999,0.1990802398264582,103.4940764,0.44725194867260315
273,102.7797212,0.20076380490258028,103.48536220000001,0.4474296110466542
274,102.7640748,0.20574402061921218,103.47438059999999,0.44575496575253065
275,102.74669039999999,0.20593592049528564,103.4602584,0.4469582146221695
276,102.7299438,0.20781880418615156,103.4460542,0.44220056580940653
277,102.7057984,0.20678222283416928,103.4242708,0.44147303002761235
278,102.6886886,0.2076504365577897,103.41065039999998,0.4407932592595305
279,102.6618974,0.2040357255880434,103.3856066,0.4442718804986846
280,102.6432844,0.1984099231677703,103.3706146,0.4468024647889003
281,102.63215599999998,0.19844523555379123,103.362149,0.44769872436360464
282,102.61757800000001,0.196465094620902,103.34906779999999,0.4545635229779877
283,102.60429080000002,0.19113694587640623,103.3375994,0.4550184417496066
284,102.58865499999999,0.19231044904840616,103.3225584,0.4526917129944382
285,102.5716506,0.19155428223519458,103.30790119999999,0.4522765503102746
286,102.55885799999999,0.1932545577853204,103.2964354,0.4507744260641206
287,102.5439836,0.191342261681627,103.28490439999999,0.4533876567087382
288,102.52824539999999,0.19590263397474073,103.2724488,0.45323301340983396
289,102.5175094,0.18930916571323128,103.26220999999998,0.4554731799454279
290,102.50309139999999,0.18852230136893727,103.24908599999999,0.4505204029994655
291,102.4877638,0.18836028668739957,103.2354096,0.4539130849149895
292,102.4739122,0.18432614430774685,103.2227066,0.4532132996709591
293,102.46076339999999,0.18795063092908443,103.21215520000001,0.45112545136465104
294,102.44857940000001,0.19023009385225956,103.20137479999998,0.4474798299961229
295,102.4322588,0.1941009573633281,103.1877626,0.4442023311035615
296,102.41636960000001,0.19156842689921627,103.17414240000001,0.4463606933329118
297,102.3956206,0.19133723868248884,103.15619519999998,0.4501488023600183
298,102.38138140000001,0.19467984433382024,103.1424378,0.4463371363269669
299,102.3683958,0.19366380142029535,103.13034660000001,0.44759852954119295
300,102.35510259999998,0.1932711935810368,103.1200254,0.44777283417179103
301,102.3438492,0.19105135574645843,103.11139560000001,0.44788425604059695
302,102.33649740000001,0.1887419620355753,103.10490560000001,0.4477729016944172
303,102.31809400000002,0.18467091390687101,103.0886094,0.4527589497295896
304,102.3055694,0.17872579287120144,103.0777572,0.4559364950391241
305,102.2913452,0.18143623339388673,103.0661848,0.45219028871235356
306,102.27575540000001,0.17504436226122572,103.05374279999998,0.4576430439219647
307,102.26155860000001,0.1765682133687675,103.04161380000001,0.45657956323357174
308,102.24352579999999,0.17728419827880723,103.0253522,0.45547651556865065
309,102.2242478,0.18418641744645528,103.00924979999999,0.4513104731788949
310,102.2107192,0.1826265665957713,102.99796280000001,0.45210755250643564
311,102.1990326,0.1813522580169323,102.9878282,0.449323786000431
312,102.18761579999999,0.18334117408961972,102.9786364,0.44843699033848705
313,102.16934360000002,0.18240027045769477,102.96282979999998,0.4494821147429115
314,102.15129400000001,0.18030129220834717,102.94756179999999,0.4496491251895856
315,102.13775940000001,0.17509675387807902,102.9374908,0.45314918115313735
316,102.1239472,0.1725425987637823,102.9265138,0.4560530318138
317,102.1034288,0.16680805819072522,102.9093856,0.46049482040978396
318,102.0899824,0.1649780023210354,102.8980364,0.4610237274278204
319,102.0773866,0.1639356859144465,102.88885660000001,0.4589433969602795
320,102.06468659999999,0.16465962466081532,102.879515,0.45703955716589945
321,102.0476548,0.16414808770424577,102.86441499999998,0.4592026246114028
322,102.03037880000001,0.16373490812578645,102.8496398,0.45895772635544607
323,102.01890719999999,0.16002350128828027,102.8399594,0.46184765787155235
324,102.0033754,0.15880212641599012,102.82653660000001,0.46590746424782925
325,101.98396299999999,0.1579213472346297,102.81066739999999,0.46761561299922494
326,101.96743180000001,0.15899152395445185,102.79740139999998,0.46760066830345687
327,101.9569412,0.16063040547841392,102.7881776,0.4657426688627974
328,101.9414734,0.15488271987100127,102.7746034,0.46927181059108863
329,101.92958660000001,0.15826222030364703,102.76593319999999,0.46651595495905507
330,101.9179534,0.15933045893940426,102.75672,0.4645970076709469
331,101.9039276,0.16201737152120438,102.744661,0.4622318347405303
332,101.8838242,0.15861716795403838,102.72748859999999,0.4680610832870429
333,101.87048480000001,0.15648086998275496,102.717247,0.46936858858981806
334,101.85554959999999,0.1583658650272855,102.7044236,0.46586911084492466
335,101.8423556,0.15944316844644368,102.69212639999998,0.46540443469678877
336,101.8288268,0.1628080877602818,102.68007200000002,0.4643912642270505
337,101.8138444,0.1671214991095997,102.6667434,0.46134656065158003
338,101.80469360000001,0.16653355048229654,102.65968319999999,0.4607881557407467
339,101.78964260000001,0.16476715324675628,102.64695740000002,0.46204445992030013
340,101.77163540000001,0.15933568363753622,102.6299774,0.46624262347305906
341,101.75737000000001,0.1621261329348226,102.618849,0.4641398636682672
342,101.738524,0.1619121507126612,102.60411839999999,0.46429993860503654
343,101.7258134,0.1622734642824873,102.5935334,0.463087912239826
344,101.7069336,0.15978969649210953,102.578566,0.46521235517341863
345,101.68868539999998,0.15528407389890164,102.5632738,0.4671429135514755
346,101.67747179999999,0.15761741341666297,102.5544602,0.46458863864687755
347,101.6657838,0.16076026333320095,102.54442300000001,0.4618521654066389
348,101.6555208,0.16264548851339525,102.5356244,0.46170854102414083
349,101.64385379999999,0.16724184498312872,102.5251984,0.45727709143957873
350,101.6308914,0.16609583822191462,102.5141386,0.45742065038675195
351,101.6190262,0.17110355268713612,102.505478,0.45414382471635467
352,101.60992760000002,0.170052614445767,102.4972334,0.4542836494018238
353,101.60211799999999,0.1679586402004987,102.49006979999999,0.4541543932600002
354,101.5925674,0.16926206010397152,102.48181480000001,0.45317341567545466
355,101.5805038,0.17467870987661618,102.4710296,0.4496222837247284
356,101.56559,0.17821735085339113,102.45773460000001,0.4455798233877281
357,101.54847099999999,0.18000954607464137,102.4432296,0.4447508785307134
358,101.53972019999999,0.18055255412804183,102.4358278,0.4451978289710765
359,101.5267746,0.18334641670629825,102.424385,0.44071512997264223
360,101.51312399999999,0.18215396678085102,102.412671,0.4412928864837987
361,101.5029388,0.18731220454353814,102.40317380000002,0.43539772306634517
362,101.4916522,0.1863412893058317,102.39286519999999,0.4353612187999299
363,101.4800158,0.18708248626250193,102.38444059999999,0.43514904770784035
364,101.4685884,0.18903820992656403,102.3749296,0.43569256373117393
365,101.4598968,0.1939672581601344,102.3678344,0.4324590308700205
366,101.4469452,0.19679372275293502,102.3560272,0.4292032856642198
367,101.43792240000002,0.20004106655844367,102.349028,0.42782403675109315
368,101.4249726,0.201979240929956,102.33619999999999,0.42816593476595105
369,101.4123934,0.20483708509017529,102.32603320000001,0.4264744580522481
370,101.4004548,0.20850531318736326,102.3177948,0.42339150660276936
371,101.3881562,0.20995652887147964,102.30716819999999,0.422095429784971
372,101.3762146,0.20739234291709246,102.2970382,0.42445735766807025
373,101.3655304,0.20594121308237445,102.288283,0.42494672494937624
374,101.3526442,0.20896817826970984,102.2772262,0.4225485577073476
375,101.34334860000001,0.2128358032837506,102.2700928,0.4185828348221694
376,101.331752,0.21752520206449874,102.2588394,0.4151844228251368
377,101.3180804,0.22631229546323814,102.24754479999999,0.4089337588091271
378,101.30108200000001,0.2282199326605809,102.2338028,0.40770148707082254
379,101.2873932,0.22992772296563352,102.2225554,0.4060192831610845
380,101.27092760000001,0.230438809960997,102.207733,0.4047110778755628
381,101.2550432,0.23834483342367754,102.1926926,0.397850491543547
382,101.240869,0.24268587425889043,102.18080119999999,0.39717424400401263
383,101.2252622,0.23999529338334855,102.1679626,0.40002749572628116
384,101.2111314,0.2395246231455998,102.15625,0.39974586649270083
385,101.196788,0.24520028129429366,102.14405200000002,0.39472833986122435
386,101.1843918,0.24865472166230834,102.13477040000001,0.39279674710037904
387,101.1743104,0.24559808402640462,102.126158,0.3961701555387536
388,101.1621232,0.244671531580934,102.1151444,0.39701354717369863
389,101.14734200000001,0.2493927843920121,102.10092,0.39289322742597416
390,101.13599219999999,0.2515846419067714,102.09085379999999,0.389932944681213
391,101.1223526,0.2543872955197257,102.0790236,0.38789688553459223
392,101.11109300000001,0.2527242920646897,102.0692138,0.39123214304829224
393,101.09663839999999,0.25733971529136285,102.05720840000001,0.38932613403859523
394,101.08164359999999,0.25666148836675634,102.0432144,0.38692581773336954
395,101.0653702,0.25414957175600233,102.03029939999999,0.3896851386966657
396,101.0522018,0.2546308607026223,102.0191236,0.38999648818398014
397,101.03995080000001,0.25457465297975135,102.0080858,0.3903659285692852
398,101.0284498,0.25561188550566155,101.999959,0.38997560786336094
399,101.01558379999999,0.2550978493648245,101.9890122,0.3916882946162163
400,101.0030654,0.2569260364257426,101.98020779999999,0.39137374006052245
401,100.9900572,0.2589845520793875,101.9685744,0.39025577585814114
402,100.9777878,0.2594719328585652,101.95941919999999,0.39078792942945245
403,100.966217,0.25761547411675334,101.95005499999999,0.39044299214968503
404,100.95032819999999,0.2573368676155074,101.93624580000001,0.3884774829801098
405,100.9360552,0.2576581516656532,101.925264,0.38934437893001594
406,100.92472219999999,0.2557971242288684,101.9151016,0.38866711990216096
407,100.9157198,0.25369954770822767,101.907782,0.38975601788144215
408,100.90125600000002,0.25383323817892717,101.89593359999999,0.38737678086049715
409,100.8872024,0.25245786806562215,101.8844772,0.38844081996741825
410,100.87439739999999,0.24882632178577865,101.8724062,0.39055375440899526
411,100.8560074,0.24737785985459573,101.85763399999999,0.39220149498338136
412,100.83934020000001,0.24369259251721023,101.8438568,0.392272958478351
413,100.8261078,0.24933819560220086,101.83255,0.38824645281933756
414,100.81302620000001,0.24459419253154704,101.8221632,0.39092172861860935
415,100.7979066,0.24294964320336096,101.80960400000001,0.3927522831286931
